Course,Daytime evening attendance,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem enrolled,Curricular units 1st sem approved,Curricular units 1st sem grade,Curricular units 2nd sem enrolled,Curricular units 2nd sem approved,Curricular units 2nd sem grade,Target
5,1,1,0,1,0,0,19,6,6,14.6666666666667,6,6,15.1428571428571,2
12,1,0,0,1,0,1,19,7,7,15.115,8,8,15.092,2
2,1,1,0,1,0,0,18,0,0,0.0,0,0,0.0,1
6,1,1,0,1,0,0,22,6,6,15.0,6,6,13.1428571428571,2
16,1,0,0,1,0,0,21,6,5,13.2,6,5,14.3333333333333,2
11,1,1,0,1,0,1,18,6,2,11.0,6,3,10.3333333333333,0
12,1,0,0,1,0,1,20,8,7,14.5657142857143,8,7,14.5657142857143,2
14,1,1,1,0,0,0,18,5,3,12.0,5,4,10.75,0
10,1,0,0,1,0,0,20,6,0,0.0,5,0,0.0,0
12,1,1,0,1,0,0,23,7,6,13.7966666666667,8,7,13.775,2
15,1,1,0,1,0,0,18,6,6,14.8333333333333,6,6,15.3333333333333,2
10,1,1,0,1,0,0,20,6,6,12.8333333333333,6,6,13.8333333333333,2
12,1,1,0,1,0,1,18,8,7,14.9628571428571,8,7,14.9628571428571,2
9,1,1,0,1,0,0,20,5,4,12.0,5,5,11.2,2
12,1,1,0,1,0,0,18,7,7,12.4,8,8,12.8,2
14,1,1,0,1,0,0,20,6,6,15.5714285714286,6,6,17.1666666666667,2
12,1,1,0,1,0,0,19,8,7,13.7142857142857,8,7,13.7142857142857,2
6,1,0,0,1,0,0,21,6,6,13.1428571428571,6,6,12.1666666666667,2
5,1,0,0,1,0,0,33,6,6,15.0,6,3,11.0,2
6,1,0,1,0,0,0,24,5,1,13.0,5,0,0.0,0
10,1,0,0,1,0,1,20,11,11,12.0,11,11,12.75,2
2,1,1,0,1,0,0,18,0,0,0.0,0,0,0.0,2
5,1,1,0,1,0,0,18,6,6,15.1666666666667,6,6,14.1666666666667,2
3,0,0,1,1,0,0,29,6,4,12.0,6,2,10.5,0
12,1,0,0,1,0,0,18,7,7,13.6428571428571,8,8,14.7727272727273,2
15,1,1,0,1,0,0,19,6,6,12.6666666666667,6,6,12.7142857142857,2
2,1,1,0,1,0,0,19,0,0,0.0,0,0,0.0,0
10,1,0,0,1,0,1,18,6,5,10.8,6,6,10.5,2
12,1,0,0,1,0,1,19,7,6,14.25,8,8,13.0636363636364,2
16,1,0,0,1,0,0,20,14,12,12.1538461538462,12,10,12.9,0
10,1,1,0,1,0,0,19,6,1,11.5,6,2,10.5,1
11,1,1,0,1,0,1,19,6,4,12.25,6,3,12.3333333333333,2
5,1,0,0,1,0,1,18,6,6,12.0,6,5,11.1428571428571,1
12,1,1,0,1,0,1,18,8,8,13.40375,8,8,13.40375,2
11,1,0,0,1,0,1,19,6,6,11.3333333333333,6,3,12.6666666666667,2
15,1,0,1,1,1,0,20,6,5,12.2,6,6,12.3333333333333,0
2,1,1,0,1,1,1,18,0,0,0.0,0,0,0.0,1
12,1,1,0,1,1,0,18,7,0,0.0,8,0,0.0,0
4,1,0,1,0,1,0,35,6,5,16.1666666666667,6,4,16.0,0
7,1,0,0,1,1,0,18,5,3,11.0,5,3,11.0,1
2,1,1,0,1,1,1,19,0,0,0.0,0,0,0.0,2
15,1,1,0,1,1,1,19,6,4,12.0,6,6,12.2857142857143,1
9,1,1,0,1,1,0,20,5,2,10.5,5,4,12.25,1
5,1,1,0,1,1,0,19,6,3,11.6666666666667,6,4,10.3333333333333,1
9,1,1,0,1,1,0,19,5,3,11.0,5,2,10.0,0
13,1,0,0,1,1,0,24,7,0,0.0,7,0,0.0,0
3,0,1,1,0,1,0,29,6,4,12.5,6,0,0.0,0
12,1,0,0,1,1,0,24,7,7,11.2944444444444,8,2,12.6,2
11,1,1,0,1,1,0,19,6,5,11.2,6,4,12.5,2
2,1,1,0,1,1,0,37,0,0,0.0,0,0,0.0,0
5,1,1,0,1,1,0,18,6,5,13.2,6,5,11.8,2
7,1,0,0,1,1,1,20,7,6,14.1428571428571,6,6,14.125,1
9,1,1,0,0,1,0,18,5,0,0.0,5,0,0.0,0
9,1,0,0,1,1,0,22,5,0,0.0,5,3,13.3333333333333,1
9,1,1,0,1,1,1,22,5,3,12.3333333333333,5,3,10.5714285714286,1
15,1,1,1,0,1,0,18,6,0,0.0,6,0,0.0,0
12,1,1,0,1,1,0,18,8,7,13.1,8,7,13.1,2
5,1,1,0,1,1,0,19,6,6,13.5,6,6,13.1666666666667,2
7,1,0,0,1,1,0,19,5,5,10.2,5,3,12.0,1
10,1,0,0,1,1,0,19,6,5,11.5714285714286,6,3,13.0,0
4,1,1,1,1,1,0,21,6,6,15.2857142857143,6,6,15.1666666666667,2
15,1,0,0,1,1,0,19,6,5,12.6,10,8,11.0,1
13,1,0,0,1,1,0,18,7,6,13.4333333333333,7,4,13.6,2
9,1,1,0,1,1,0,19,5,5,11.6,5,3,11.0,0
15,1,0,0,1,1,0,25,6,6,14.6666666666667,6,6,13.5,2
5,1,1,0,1,1,0,22,6,6,14.6666666666667,6,6,14.6666666666667,2
12,1,0,0,1,1,0,24,8,7,12.7428571428571,8,7,12.7428571428571,2
12,1,1,0,1,1,0,19,7,7,11.975,8,7,13.1285714285714,2
7,1,0,0,1,1,0,18,5,4,12.25,5,3,11.6666666666667,1
2,1,0,0,0,1,0,20,0,0,0.0,0,0,0.0,0
12,1,1,0,1,1,1,19,8,7,14.9357142857143,8,7,14.9357142857143,2
11,1,1,0,1,1,0,19,6,2,10.5,6,4,10.0,0
14,1,1,0,1,1,0,19,6,5,13.3333333333333,6,5,13.0,2
4,1,0,1,1,1,0,23,6,0,0.0,6,0,0.0,0
15,1,0,0,1,1,0,47,6,5,13.8,6,4,14.0,0
5,1,0,0,1,1,0,19,6,6,11.8333333333333,6,4,10.75,2
2,1,1,0,1,1,0,19,0,0,0.0,0,0,0.0,2
2,1,1,0,1,1,0,18,0,0,0.0,0,0,0.0,0
9,1,0,0,1,1,0,28,5,2,10.0,5,0,0.0,0
11,1,1,0,1,1,0,20,6,4,11.5,6,3,11.6666666666667,0
11,1,0,0,1,1,1,18,6,3,10.6666666666667,6,4,12.0,1
2,1,1,0,1,1,1,21,0,0,0.0,0,0,0.0,2
11,1,0,0,1,1,0,19,6,4,12.75,6,2,13.0,1
11,1,0,1,0,1,0,24,6,0,0.0,6,0,0.0,0
8,1,0,0,1,1,0,24,6,6,11.3333333333333,6,3,11.3333333333333,1
6,1,1,1,0,1,0,25,6,0,0.0,6,0,0.0,1
11,1,0,0,1,1,0,28,6,6,13.0,6,5,12.2,2
17,0,0,0,1,1,0,37,5,4,10.75,5,3,11.3333333333333,1
7,1,0,0,1,1,0,19,5,5,12.0,5,2,10.5,1
12,1,1,0,1,1,1,18,7,7,13.4628571428571,8,8,13.90625,2
11,1,0,0,1,1,0,48,6,3,10.0,6,1,10.0,0
10,1,1,0,1,1,0,21,6,6,12.3333333333333,6,6,13.6666666666667,2
12,1,0,0,1,1,1,19,7,6,12.5285714285714,7,6,12.4166666666667,1
12,1,0,0,1,1,1,21,8,0,0.0,8,0,0.0,1
7,1,1,1,0,1,0,23,5,0,0.0,5,0,0.0,0
8,1,1,0,1,1,0,18,5,5,13.6,5,4,13.25,2
10,1,0,0,1,1,0,22,6,6,12.3333333333333,6,2,14.0,0
2,1,1,0,1,1,0,25,13,10,11.4545454545455,11,7,12.25,0
6,1,0,1,1,1,0,27,13,8,13.5,11,5,14.4,0
7,1,0,0,0,1,0,49,5,0,0.0,5,0,0.0,0
17,0,0,0,0,1,0,31,5,2,11.0,5,0,0.0,0
11,1,0,0,1,1,0,54,6,6,13.7142857142857,6,5,14.3333333333333,0
1,1,1,1,0,1,0,25,21,21,12.3636363636364,16,12,12.25,0
4,1,0,0,1,1,0,20,7,3,10.6666666666667,6,2,11.5,1
5,1,0,0,1,1,0,28,6,2,12.0,6,3,12.6666666666667,0
3,0,0,0,1,1,0,41,7,7,12.8571428571429,6,6,13.1666666666667,2
14,1,0,0,1,1,1,19,6,6,13.125,6,6,12.7142857142857,1
9,1,0,0,1,1,0,22,5,0,0.0,5,2,11.5,0
11,1,0,0,1,1,0,34,6,2,13.5,6,0,0.0,0
4,1,0,1,0,1,0,28,11,11,15.0909090909091,10,10,15.0,0
16,1,1,0,1,1,0,42,6,5,12.4,6,5,11.8,1
6,1,0,0,0,1,0,21,6,5,14.0,6,4,14.8,1
4,1,0,0,1,1,0,50,6,2,13.5,6,1,13.0,0
9,1,1,0,1,1,0,19,5,0,0.0,5,0,0.0,0
12,1,0,0,1,1,0,18,7,4,12.65,7,3,10.6666666666667,0
17,0,0,0,1,1,0,59,5,0,0.0,5,0,0.0,0
17,0,1,0,0,1,0,33,5,0,0.0,5,0,0.0,0
5,1,1,0,1,1,1,23,6,6,13.3333333333333,6,5,12.8,2
17,0,0,0,1,1,0,44,5,3,11.3333333333333,5,5,11.1428571428571,0
3,0,1,0,1,1,0,37,6,0,0.0,6,0,0.0,0
2,1,0,0,1,1,0,36,0,0,0.0,0,0,0.0,0
17,0,0,0,0,1,0,22,5,3,11.6666666666667,5,2,10.5,0
3,0,0,0,1,1,0,49,6,6,12.1666666666667,6,6,14.4285714285714,2
15,1,1,0,1,1,0,23,6,6,13.3333333333333,6,4,12.75,2
5,1,1,0,1,1,0,19,6,5,11.4,6,3,11.0,1
3,0,0,0,1,1,0,47,6,6,12.1428571428571,6,0,0.0,0
4,1,0,0,1,1,0,28,18,17,13.0588235294118,12,12,12.3076923076923,2
4,1,0,0,1,1,0,21,6,4,11.75,6,4,10.5,1
11,1,0,1,0,1,0,21,6,5,11.8333333333333,6,5,10.0,0
10,1,0,0,1,1,0,21,11,10,12.4,10,10,11.8,2
5,1,0,0,1,1,0,20,6,6,13.4285714285714,6,4,11.5,1
9,1,0,0,0,1,0,49,5,0,0.0,5,0,0.0,0
17,0,0,0,1,1,0,40,5,5,11.0,5,5,13.4,2
11,1,0,0,1,1,1,22,6,6,13.625,6,6,14.4285714285714,2
7,1,0,0,1,1,0,19,5,4,11.8,5,2,11.5,1
17,0,0,0,1,1,0,31,5,0,0.0,5,0,0.0,0
7,1,0,0,1,1,0,30,6,2,15.0,6,2,13.5,0
10,1,0,0,1,1,0,19,6,5,10.8,6,5,11.0,2
9,1,0,0,1,1,0,22,5,3,13.6666666666667,5,3,11.3333333333333,0
15,1,0,0,1,1,0,19,6,6,12.8333333333333,6,6,13.3333333333333,2
2,1,0,0,0,1,0,21,0,0,0.0,0,0,0.0,0
14,1,0,0,1,1,0,19,6,6,15.125,6,6,13.4285714285714,2
9,1,1,0,1,1,0,22,5,0,0.0,5,1,10.0,0
10,1,0,0,1,1,0,22,6,5,11.4,6,5,11.0,2
10,1,0,0,1,1,0,19,6,4,12.25,6,6,11.0,2
11,1,0,0,0,1,0,26,6,0,0.0,6,0,0.0,0
7,1,0,0,1,1,0,23,7,3,14.0,6,1,14.0,1
5,1,0,0,1,1,0,18,6,6,12.3333333333333,6,5,10.8,1
9,1,0,1,1,1,1,22,5,5,10.6666666666667,5,2,11.0,1
7,1,1,0,1,1,0,19,5,5,11.8333333333333,5,5,14.7142857142857,1
9,1,0,0,1,1,0,20,5,0,0.0,5,0,0.0,0
5,1,1,0,1,1,1,22,6,6,11.6666666666667,6,6,12.1666666666667,1
8,1,1,0,0,1,0,18,5,2,13.0,5,0,0.0,0
17,0,0,0,1,1,0,39,2,0,0.0,4,0,0.0,0
12,1,0,0,1,1,0,18,8,0,0.0,8,0,0.0,0
7,1,0,0,1,1,1,18,5,5,13.0,5,5,14.2,2
10,1,0,0,1,1,1,19,6,6,13.8571428571429,6,6,14.0,2
12,1,0,0,1,1,0,18,7,6,13.3916666666667,8,8,12.4875,2
9,1,1,0,1,1,1,18,5,4,12.75,5,0,0.0,0
8,1,1,0,1,1,0,22,5,4,14.5,5,5,14.6,2
10,1,0,0,1,1,0,19,6,6,12.1666666666667,6,6,12.1666666666667,2
8,1,1,0,1,1,0,18,5,5,15.4,5,5,15.6,0
7,1,0,1,0,1,0,31,5,2,13.3333333333333,5,2,16.0,0
17,0,0,0,1,1,0,28,5,0,0.0,5,0,0.0,0
5,1,0,0,1,1,0,19,6,0,0.0,6,0,0.0,0
11,1,0,0,1,1,0,20,6,6,13.7142857142857,6,6,14.7142857142857,2
10,1,0,0,1,1,0,50,6,4,12.25,6,0,0.0,0
5,1,0,0,1,1,0,38,6,5,16.0,6,4,16.5,1
17,0,1,0,1,1,0,31,5,1,11.0,5,1,13.0,0
12,1,1,0,1,1,0,27,7,7,14.0857142857143,7,7,14.0857142857143,1
10,1,1,0,1,1,0,21,6,6,10.1666666666667,6,6,10.5,2
7,1,0,0,1,1,0,34,5,1,10.0,5,0,0.0,0
7,1,1,0,1,1,0,19,5,0,0.0,5,1,10.0,1
17,0,1,0,0,1,0,40,5,2,10.5,5,3,10.6666666666667,0
2,1,1,0,1,1,1,18,0,0,0.0,0,0,0.0,2
5,1,0,1,0,1,1,46,6,0,0.0,6,0,0.0,0
3,0,0,0,1,1,0,37,6,0,0.0,5,0,0.0,0
4,1,1,0,1,1,0,31,6,0,0.0,6,0,0.0,0
4,1,0,0,1,1,0,34,6,5,13.3333333333333,6,5,12.4,2
2,1,1,0,1,1,1,18,0,0,0.0,0,0,0.0,0
14,1,0,0,1,1,1,18,6,6,13.5714285714286,6,6,14.3333333333333,2
5,1,1,0,1,1,1,19,6,6,12.8333333333333,6,6,11.1666666666667,2
17,0,0,0,1,1,0,40,5,4,10.25,8,5,11.2,0
8,1,0,0,1,1,0,25,6,0,0.0,6,0,0.0,0
7,1,1,1,1,1,0,20,5,4,14.5,6,3,13.3333333333333,0
7,1,0,0,1,1,0,20,5,5,15.8,5,5,13.7142857142857,1
4,1,1,0,0,1,0,43,6,0,0.0,6,0,0.0,0
7,1,1,0,1,1,0,18,5,4,12.5,5,3,14.6666666666667,1
4,1,0,0,1,1,0,35,18,18,11.6666666666667,13,12,11.5,2
17,0,0,0,1,1,0,23,5,4,13.0,5,5,13.0,2
12,1,0,0,1,1,0,19,7,7,12.1214285714286,9,8,11.50625,2
6,1,1,0,1,1,1,21,11,9,14.2222222222222,9,7,13.75,2
14,1,0,0,1,1,0,19,6,4,12.5,6,4,13.25,1
7,1,1,0,1,1,0,20,5,5,12.1666666666667,5,5,15.2857142857143,2
14,1,0,0,1,1,1,30,6,0,0.0,6,0,0.0,0
11,1,1,0,1,1,0,44,6,6,12.6666666666667,6,6,11.5,2
12,1,0,0,1,1,0,19,8,7,13.6142857142857,8,7,13.6142857142857,2
8,1,1,0,1,1,0,22,18,12,12.8571428571429,12,10,14.3,2
8,1,0,0,1,1,0,18,5,4,14.0,5,5,14.2,2
14,1,1,0,1,1,1,21,6,4,14.75,6,5,11.8,2
6,1,0,0,1,1,0,18,6,0,0.0,6,0,0.0,0
14,1,1,0,1,1,0,18,6,6,13.625,6,6,14.2857142857143,2
2,1,0,0,1,1,0,19,0,0,0.0,0,0,0.0,2
4,1,1,0,1,1,0,21,6,4,11.8,6,4,11.875,0
4,1,0,0,1,1,0,31,6,6,15.125,6,6,14.6,2
11,1,1,0,1,1,0,21,6,4,11.5,6,2,10.5,0
7,1,0,1,1,1,0,24,5,1,10.0,5,1,11.0,1
15,1,0,0,1,1,0,27,4,0,0.0,5,0,0.0,0
9,1,1,0,1,1,0,20,5,3,10.3333333333333,5,5,12.8,2
7,1,1,0,1,1,0,22,5,0,0.0,5,2,11.6666666666667,1
4,1,0,0,1,1,1,19,6,4,12.0,6,4,12.5,1
15,1,1,0,1,1,0,19,6,6,13.8333333333333,6,6,14.5,2
2,1,1,1,1,1,0,23,17,13,12.1538461538462,17,11,11.9090909090909,1
8,1,1,0,1,1,0,18,6,6,14.0,6,6,13.6666666666667,2
15,1,1,0,0,1,0,29,6,6,16.5,6,5,13.8,1
8,1,1,0,1,1,0,29,5,1,18.0,5,3,13.3333333333333,0
4,1,0,0,1,1,0,20,6,6,11.2857142857143,6,5,11.7777777777778,1
2,1,1,0,1,1,1,19,0,0,0.0,0,0,0.0,2
2,1,1,0,1,1,0,22,0,0,0.0,0,0,0.0,1
14,1,1,0,1,1,0,20,6,5,14.0,6,6,12.0,1
8,1,1,0,1,1,0,24,5,4,13.75,5,3,12.0,1
14,1,0,0,0,1,0,21,6,4,13.25,6,5,11.0,0
9,1,0,0,1,1,1,25,5,4,14.25,5,4,14.75,2
9,1,0,0,0,1,0,32,5,0,0.0,5,0,0.0,0
17,0,0,0,0,1,0,26,12,8,11.25,8,3,11.3333333333333,0
8,1,1,0,1,1,1,18,6,6,13.5,6,6,12.5,2
11,1,0,0,1,1,1,19,6,5,12.6666666666667,6,6,12.8571428571429,2
5,1,1,0,1,1,1,19,6,6,15.1666666666667,6,6,12.3333333333333,2
7,1,0,0,1,1,0,27,6,6,13.1666666666667,5,5,15.1428571428571,0
4,1,0,1,1,1,0,21,12,10,11.8,12,9,11.4444444444444,1
7,1,0,0,1,1,0,20,5,4,11.5,5,0,0.0,1
5,1,1,0,1,1,0,21,6,6,14.5,6,6,11.3333333333333,2
15,1,1,0,1,1,0,22,6,5,13.4,6,3,10.6666666666667,1
2,1,1,1,0,1,0,19,0,0,0.0,0,0,0.0,2
9,1,1,0,1,1,1,18,5,4,10.8,5,2,12.5,0
10,1,0,0,1,1,0,28,5,0,0.0,5,0,0.0,0
4,1,0,1,0,1,0,25,10,6,11.4285714285714,7,4,12.0,0
4,1,0,0,1,1,0,25,14,8,12.5,13,10,11.6,0
9,1,0,0,1,1,0,18,5,2,13.5,5,3,12.3333333333333,1
11,1,0,0,1,1,0,26,6,0,0.0,6,0,0.0,0
9,1,1,0,1,1,1,18,5,5,12.75,5,5,11.5,2
15,1,1,0,1,1,0,22,6,3,11.3333333333333,6,3,12.3333333333333,1
4,1,0,0,1,1,0,25,6,0,0.0,6,0,0.0,0
15,1,1,0,1,1,0,19,6,5,11.4,6,5,12.4,1
15,1,1,0,1,1,0,19,6,6,14.4285714285714,6,6,14.5714285714286,2
12,1,0,0,1,1,0,19,7,7,12.4928571428571,8,8,11.7125,2
3,0,0,0,1,1,0,45,8,4,11.5,8,4,11.0,0
17,0,0,0,1,1,0,52,5,5,11.2,5,5,12.8,2
9,1,1,0,0,1,0,20,5,3,12.0,5,3,11.0,0
12,1,1,0,1,1,0,19,8,7,15.8857142857143,8,7,15.8857142857143,2
12,1,0,1,0,1,0,21,7,4,12.94,7,4,11.58,0
3,0,0,0,0,1,0,35,6,6,14.0,6,6,14.1666666666667,2
2,1,1,0,1,1,0,36,0,0,0.0,0,0,0.0,2
12,1,0,1,0,1,0,47,7,0,0.0,8,0,0.0,0
17,0,0,0,1,1,0,22,5,0,0.0,5,0,0.0,0
17,0,1,0,1,1,0,41,5,4,11.25,5,3,11.0,0
7,1,0,0,1,1,0,26,5,0,0.0,5,0,0.0,0
3,0,0,0,0,0,0,51,6,4,11.25,6,0,0.0,0
17,0,0,0,1,0,0,43,5,3,10.6666666666667,5,4,12.5,1
3,0,1,0,1,0,0,41,6,5,11.8,6,3,10.6666666666667,2
9,1,1,0,1,1,0,23,10,8,11.625,10,10,11.1818181818182,2
10,1,1,0,1,1,0,22,6,0,0.0,5,0,0.0,0
5,1,1,0,1,1,1,25,6,4,10.25,6,4,11.25,0
17,0,1,0,1,1,0,25,15,15,10.8,14,14,11.3571428571429,2
2,1,1,0,0,1,1,22,12,11,12.5454545454545,11,11,12.6666666666667,2
4,1,0,0,1,1,0,24,7,7,13.5714285714286,6,5,13.4,1
6,1,0,0,1,1,0,47,6,0,0.0,6,0,0.0,0
17,0,1,0,1,1,0,41,5,0,0.0,5,0,0.0,0
4,1,1,0,1,1,0,43,6,6,14.7777777777778,6,5,12.2,2
4,1,0,0,1,1,0,29,3,0,0.0,4,0,0.0,0
7,1,0,0,1,1,0,30,2,0,0.0,2,0,0.0,0
9,1,0,0,0,1,0,26,4,0,0.0,5,0,0.0,0
17,0,0,0,0,1,0,27,5,0,0.0,5,0,0.0,0
14,1,0,0,1,1,1,36,5,5,11.4,5,5,11.6,2
4,1,0,0,1,1,0,29,9,6,11.6666666666667,7,6,10.8571428571429,0
7,1,1,0,1,1,0,35,10,7,11.2857142857143,8,5,13.0,0
15,1,0,0,1,1,1,18,6,4,11.5,6,5,12.6,2
17,0,0,0,1,1,1,24,5,5,16.0,5,5,16.0,2
15,1,1,0,1,1,1,18,6,6,12.5,6,6,12.6666666666667,0
7,1,1,0,1,1,0,18,5,4,12.0,5,3,13.0,1
6,1,0,0,1,1,0,21,5,0,0.0,5,3,11.6666666666667,1
7,1,1,0,1,1,0,21,5,5,13.0,5,5,12.6,2
4,1,0,0,1,1,0,32,18,13,13.7142857142857,12,12,12.0833333333333,2
7,1,1,0,1,1,1,22,5,3,12.3333333333333,6,3,12.5,0
4,1,1,0,0,1,0,32,17,11,12.7272727272727,12,10,12.7,0
14,1,0,0,1,1,0,35,5,1,14.0,5,0,0.0,0
9,1,1,0,0,1,0,23,5,0,0.0,5,0,0.0,0
3,0,0,0,1,1,0,39,6,5,11.4,6,3,11.0,1
14,1,0,0,1,1,0,35,5,0,0.0,5,1,10.0,0
4,1,0,0,1,1,0,32,6,6,18.875,12,12,17.6923076923077,2
16,1,0,0,1,1,0,20,6,0,0.0,6,0,0.0,0
12,1,0,0,1,1,0,34,7,6,11.3333333333333,7,4,12.6,1
17,0,1,0,1,1,0,44,7,7,13.5,5,5,16.2,0
11,1,0,0,1,1,0,53,11,2,15.0,9,3,10.0,2
7,1,0,1,0,1,0,28,5,0,0.0,5,0,0.0,0
17,0,0,0,1,1,0,31,9,9,14.2222222222222,5,5,12.8,0
2,1,0,1,0,1,0,18,0,0,0.0,0,0,0.0,1
4,1,0,1,0,1,0,44,7,4,12.0,6,0,0.0,0
6,1,1,0,1,1,0,19,5,5,12.6,5,4,12.0,2
2,1,0,0,1,1,0,21,12,12,15.0833333333333,11,11,13.0833333333333,1
7,1,0,0,1,1,1,18,5,0,0.0,5,0,0.0,0
4,1,1,0,1,1,0,20,6,6,14.5,6,6,15.3,2
5,1,0,0,1,1,0,55,6,6,14.5,6,6,13.5,2
9,1,0,0,1,1,0,27,5,3,10.0,5,1,13.0,1
7,1,0,0,1,1,0,19,5,0,0.0,5,0,0.0,0
9,1,0,0,1,1,0,18,5,5,11.6,5,5,13.2,2
15,1,0,0,1,1,0,43,6,4,11.75,6,0,0.0,0
11,1,1,0,1,1,0,18,6,0,0.0,6,0,0.0,0
2,1,1,0,1,1,0,18,0,0,0.0,0,0,0.0,0
11,1,1,1,1,1,1,20,6,0,0.0,6,0,0.0,0
17,0,0,1,0,1,0,29,5,4,11.25,5,4,11.8,0
8,1,1,1,1,1,0,44,6,5,11.5714285714286,6,0,0.0,0
7,1,1,0,1,1,0,18,5,4,10.0,5,1,16.0,1
4,1,0,0,1,1,1,20,6,5,13.8333333333333,6,6,12.3,1
5,1,1,0,1,1,0,20,6,4,12.75,9,3,12.6666666666667,0
9,1,1,0,1,1,0,36,4,0,0.0,5,0,0.0,0
8,1,1,0,1,1,0,19,6,5,11.6,6,2,11.0,1
6,1,0,0,0,1,0,29,5,0,0.0,5,0,0.0,0
14,1,1,0,1,1,0,18,6,4,11.25,6,3,10.3333333333333,0
4,1,0,0,0,1,0,24,6,0,0.0,6,0,0.0,0
15,1,0,0,1,1,0,20,6,6,14.3333333333333,6,6,15.0,2
3,0,0,1,0,1,0,45,6,0,0.0,5,0,0.0,0
12,1,1,0,1,1,1,28,23,20,13.5,23,20,13.5,2
11,1,1,0,1,1,0,23,6,6,12.6666666666667,6,5,12.2,1
12,1,1,0,1,1,0,18,7,7,12.4442857142857,8,7,11.3471428571429,2
9,1,1,0,1,1,0,23,5,3,10.6666666666667,5,3,11.3333333333333,0
2,1,1,0,1,1,0,22,0,0,0.0,0,0,0.0,1
5,1,0,0,1,1,1,22,6,6,12.6666666666667,6,5,12.4,2
17,0,0,0,1,1,0,33,5,5,13.2,5,5,14.8333333333333,2
4,1,0,0,1,1,0,21,12,10,12.7,12,11,12.1818181818182,2
9,1,0,0,1,1,0,45,5,5,14.8333333333333,5,5,14.8,2
4,1,0,0,0,1,0,44,10,4,11.5,7,1,12.0,0
14,1,0,0,1,1,0,42,6,0,0.0,6,0,0.0,0
9,1,1,0,1,1,0,20,5,0,0.0,5,0,0.0,0
9,1,1,0,1,1,0,20,5,3,12.6666666666667,5,2,12.5,1
11,1,1,0,1,1,1,20,6,6,14.7142857142857,6,6,12.5,2
15,1,1,0,1,1,0,20,6,3,13.6666666666667,6,4,10.25,1
9,1,0,0,1,1,0,19,5,5,10.8,5,2,13.5,1
3,0,0,1,0,1,0,26,8,4,10.5,10,7,10.4285714285714,0
4,1,0,0,1,1,0,31,6,6,15.0,6,5,12.5,2
15,1,0,1,1,1,1,19,6,6,12.6666666666667,6,6,14.0,2
15,1,1,0,1,1,0,28,6,6,13.1666666666667,6,6,13.6666666666667,2
2,1,1,0,1,1,1,20,0,0,0.0,0,0,0.0,2
3,0,1,0,1,0,0,43,6,6,13.0,6,6,12.5,2
2,1,0,0,1,1,1,25,0,0,0.0,0,0,0.0,0
10,1,0,1,1,0,0,40,6,2,10.0,6,1,15.0,0
6,1,0,0,1,0,0,20,6,6,13.3333333333333,6,5,13.375,2
3,0,0,0,1,0,0,46,6,3,12.3333333333333,6,6,13.3333333333333,2
1,1,0,0,1,0,0,26,21,20,13.1818181818182,14,14,11.6428571428571,2
12,1,0,0,1,0,1,34,7,6,12.5133333333333,8,7,13.0714285714286,2
16,1,1,0,1,0,0,19,6,0,0.0,6,0,0.0,0
12,1,1,0,1,0,1,18,8,7,13.5857142857143,8,7,13.5857142857143,2
13,1,1,0,1,0,0,18,7,7,11.1555555555556,8,8,11.425,2
3,0,0,0,1,1,1,37,7,6,11.8571428571429,6,5,12.0,2
2,1,0,0,1,1,1,23,0,0,0.0,0,0,0.0,2
5,1,0,0,1,1,0,26,14,14,14.0,13,13,13.6153846153846,2
15,1,1,0,0,0,0,18,6,5,12.0,6,0,0.0,0
12,1,1,0,1,0,0,18,7,4,11.575,7,5,12.42,1
12,1,1,0,1,0,0,19,7,7,13.1985714285714,8,8,13.0625,2
6,1,0,0,1,0,0,18,6,6,13.5,6,6,12.0,2
14,1,1,0,1,0,0,19,6,6,13.3333333333333,6,5,12.8,0
7,1,1,0,1,1,0,20,5,4,14.25,5,1,10.0,1
5,1,0,0,1,0,1,22,6,6,12.1666666666667,6,4,12.0,2
12,1,1,0,1,0,1,18,8,7,12.2142857142857,8,7,12.2142857142857,2
11,1,0,0,1,0,1,18,6,6,12.6666666666667,6,6,13.0,2
15,1,1,0,1,0,1,18,6,6,12.2857142857143,6,6,13.5,2
11,1,1,0,1,0,1,18,6,6,13.0,6,6,13.0,2
11,1,1,0,1,0,0,18,6,6,12.1428571428571,6,6,11.1666666666667,2
12,1,1,0,1,0,1,19,7,7,13.8757142857143,8,7,13.0857142857143,2
16,1,0,0,1,0,0,20,6,0,0.0,6,0,0.0,0
10,1,1,0,1,0,1,19,6,6,11.6666666666667,6,0,0.0,0
6,1,1,0,1,0,0,18,6,6,13.1538461538462,6,3,11.0,2
5,1,1,0,1,0,1,18,6,6,14.5,6,6,12.8333333333333,0
12,1,1,0,1,0,1,18,7,7,14.4414285714286,8,8,13.65625,2
15,1,1,0,1,0,0,18,6,6,15.1666666666667,6,6,14.2857142857143,2
9,1,0,0,1,0,1,18,5,5,11.6,5,4,12.625,2
15,1,1,1,1,0,0,18,6,6,11.6666666666667,6,6,12.3333333333333,2
4,1,0,0,1,0,1,20,6,6,12.625,6,6,13.2,2
10,1,1,0,1,0,1,19,6,3,12.6666666666667,6,6,11.0,2
